user_id,age,occupation,gender
18942,29,college/grad student,M
25324,29,executive/managerial,M
39201,31,executive/managerial,F
40833,20,scientist,M
57446,32,executive/managerial,M
35192,31,academic/educator,F
3255,25,scientist,M
33853,24,college/grad student,F
27977,32,academic/educator,F
34528,30,other or not specified,F
28118,31,K-12 student,M
45322,28,scientist,M
60107,32,homemaker,F
9056,27,other or not specified,M
23484,34,college/grad student,M
35342,29,executive/managerial,M
39797,35,other or not specified,F
22453,30,college/grad student,F
62592,34,scientist,M
37261,30,academic/educator,M
56959,25,college/grad student,M
30957,89,sales/marketing,M
9960,52,executive/managerial,M
6900,65,retired,F
42961,27,sales/marketing,M
34435,26,other or not specified,M
2144,34,self-employed,M
6474,27,college/grad student,M
64051,25,sales/marketing,M
30545,53,academic/educator,F
15680,28,college/grad student,M
26669,27,scientist,F
55791,27,sales/marketing,F
64356,31,self-employed,M
51549,18,clerical/admin,F
17857,34,scientist,M
58210,42,executive/managerial,M
43500,46,other or not specified,F
65730,32,executive/managerial,M
38702,27,sales/marketing,M
19377,30,sales/marketing,M
7426,31,programmer,M
28541,27,executive/managerial,M
26878,34,executive/managerial,M
58282,87,technician/engineer,M
5257,29,self-employed,M
61751,26,college/grad student,F
62959,27,executive/managerial,M
31065,29,college/grad student,M
6445,27,self-employed,M
52450,27,other or not specified,M
16505,29,other or not specified,F
49041,30,college/grad student,M
21486,31,college/grad student,M
49152,31,college/grad student,M
50930,28,college/grad student,M
9337,27,executive/managerial,M
22965,54,executive/managerial,M
38336,29,self-employed,M
48486,36,lawyer,M
63946,34,executive/managerial,M
16569,34,college/grad student,M
11035,18,self-employed,M
6650,34,sales/marketing,M
17742,34,executive/managerial,M
63516,32,executive/managerial,M
56098,32,executive/managerial,M
54614,27,sales/marketing,M
23996,28,college/grad student,M
28419,26,academic/educator,M
63104,31,executive/managerial,F
55080,29,executive/managerial,M
3650,34,scientist,F
57330,33,college/grad student,M
40245,33,scientist,M
32531,25,scientist,M
47461,31,college/grad student,M
13072,60,academic/educator,F
52778,29,other or not specified,F
52026,26,executive/managerial,F
11058,26,writer,M
45869,29,college/grad student,M
37220,31,executive/managerial,M
11605,49,other or not specified,F
43203,30,self-employed,M
38972,29,executive/managerial,M
37292,26,executive/managerial,M
10794,31,artist,M
2338,11,K-12 student,F
23844,31,executive/managerial,M
28,38,other or not specified,M
35027,30,scientist,M
2098,31,executive/managerial,M
60084,27,scientist,M
55563,31,artist,F
31960,25,executive/managerial,M
51052,30,executive/managerial,M
15371,21,sales/marketing,M
31135,28,college/grad student,M
42978,23,other or not specified,M
52555,42,executive/managerial,M
63390,26,executive/managerial,M
1992,28,scientist,F
48472,32,college/grad student,M
6867,12,scientist,M
27244,30,K-12 student,M
36215,29,scientist,M
41957,30,executive/managerial,M
65636,19,other or not specified,M
49849,27,retired,M
43028,33,K-12 student,M
26351,32,college/grad student,M
52936,25,scientist,M
17094,28,executive/managerial,M
6190,28,college/grad student,M
46609,34,academic/educator,F
29929,33,sales/marketing,M
25314,26,executive/managerial,M
1904,26,scientist,M
61378,25,retired,F
18809,34,executive/managerial,M
21282,33,executive/managerial,M
53467,33,executive/managerial,M
61276,29,college/grad student,M
54341,32,self-employed,F
8894,30,self-employed,M
40330,31,retired,F
24195,25,scientist,M
47385,30,lawyer,M
31318,28,sales/marketing,M
50591,25,executive/managerial,M
25575,23,college/grad student,M
3190,26,college/grad student,M
45359,30,sales/marketing,M
19724,23,sales/marketing,F
32314,18,K-12 student,M
45487,28,college/grad student,M
18554,27,scientist,M
51413,29,college/grad student,M
513,62,academic/educator,F
26301,33,college/grad student,F
38756,38,sales/marketing,M
63760,26,academic/educator,M
37424,29,college/grad student,M
3731,30,technician/engineer,M
22466,25,scientist,M
34020,32,other or not specified,M
14907,28,college/grad student,M
44791,26,executive/managerial,M
16103,25,executive/managerial,M
13962,28,college/grad student,M
56449,30,scientist,M
36323,38,scientist,M
9861,33,college/grad student,M
22204,34,executive/managerial,M
40315,33,scientist,M
3707,27,college/grad student,M
61485,52,homemaker,M
5081,32,homemaker,F
3963,26,scientist,M
33274,25,sales/marketing,M
63834,42,artist,M
1079,32,college/grad student,M
23150,34,sales/marketing,M
63350,28,college/grad student,M
44904,30,executive/managerial,M
44931,30,executive/managerial,M
5507,32,scientist,M
54677,25,executive/managerial,M
41778,34,executive/managerial,M
17814,18,K-12 student,M
1833,32,other or not specified,M
19785,53,executive/managerial,M
46814,30,other or not specified,M
64709,33,other or not specified,M
57164,27,college/grad student,M
42354,27,sales/marketing,M
19079,34,self-employed,M
50778,33,college/grad student,M
50955,26,executive/managerial,M
8572,28,executive/managerial,M
46039,27,programmer,M
63102,27,homemaker,M
65954,34,scientist,M
42405,30,sales/marketing,M
22689,26,college/grad student,M
26881,23,sales/marketing,M
28182,31,sales/marketing,F
50826,31,scientist,F
36082,31,sales/marketing,M
9499,30,self-employed,M
24987,28,college/grad student,F
18998,42,sales/marketing,M
31157,32,sales/marketing,M
19822,31,executive/managerial,M
16486,25,college/grad student,F
2664,33,retired,M
57395,29,scientist,M
30205,33,college/grad student,M
15772,21,sales/marketing,M
45672,34,college/grad student,M
20638,27,college/grad student,M
50234,21,homemaker,F
43783,34,sales/marketing,M
56603,31,programmer,M
30436,21,sales/marketing,M
553,15,sales/marketing,M
22473,34,college/grad student,M
50731,52,self-employed,F
5775,27,executive/managerial,F
21203,29,executive/managerial,M
63634,29,college/grad student,M
65865,34,scientist,M
38461,33,executive/managerial,M
41203,44,executive/managerial,M
37047,26,scientist,M
61829,25,college/grad student,F
19149,29,executive/managerial,M
13479,29,college/grad student,M
24358,22,sales/marketing,M
25483,34,executive/managerial,M
11648,26,other or not specified,F
36438,36,executive/managerial,F
59912,31,college/grad student,M
54149,34,self-employed,F
48628,8,K-12 student,M
57210,28,clerical/admin,F
39403,32,college/grad student,M
28741,51,clerical/admin,M
51590,32,self-employed,M
39378,34,college/grad student,M
40129,32,other or not specified,M
35196,18,K-12 student,M
39632,27,academic/educator,M
31674,31,executive/managerial,M
17219,32,unemployed,M
47746,32,self-employed,F
15417,30,academic/educator,M
63821,21,homemaker,F
63484,31,self-employed,M
46792,33,other or not specified,M
26636,25,executive/managerial,M
32177,26,scientist,M
51799,30,scientist,M
20296,25,scientist,M
47827,25,other or not specified,M
53296,37,scientist,F
45381,33,academic/educator,M
43467,25,college/grad student,M
65788,28,self-employed,M
14285,34,sales/marketing,M
7602,29,college/grad student,M
38827,34,executive/managerial,F
65685,34,scientist,M
46959,26,self-employed,M
36064,25,college/grad student,F
5872,33,executive/managerial,M
36186,28,technician/engineer,M
59544,39,sales/marketing,M
53425,29,scientist,M
28755,27,college/grad student,M
12242,29,sales/marketing,M
50020,28,executive/managerial,M
9797,30,sales/marketing,M
56158,34,college/grad student,M
14630,26,college/grad student,M
10273,34,executive/managerial,M
7487,36,sales/marketing,M
16067,33,sales/marketing,M
53182,25,executive/managerial,M
65585,25,executive/managerial,M
8622,33,scientist,M
39072,30,executive/managerial,M
41978,38,academic/educator,F
59945,30,executive/managerial,M
8144,27,artist,M
29684,29,executive/managerial,M
62947,34,scientist,M
58175,31,other or not specified,M
8944,28,artist,M
8265,26,customer service,M
10581,21,sales/marketing,M
30042,25,self-employed,F
42982,27,college/grad student,M
11527,34,self-employed,M
2342,32,executive/managerial,F
16269,31,college/grad student,M
28079,25,homemaker,F
12675,31,executive/managerial,M
22316,30,other or not specified,M
31646,30,college/grad student,M
25772,27,self-employed,M
49823,18,K-12 student,M
42924,34,scientist,F
27780,31,college/grad student,M
65358,21,sales/marketing,M
54367,31,college/grad student,M
32377,32,college/grad student,M
52990,43,executive/managerial,M
7808,33,K-12 student,M
49650,30,clerical/admin,M
28759,31,executive/managerial,M
57032,25,executive/managerial,M
20047,87,other or not specified,M
59747,29,scientist,M
57297,30,scientist,M
26162,38,sales/marketing,M
58488,31,sales/marketing,M
16457,26,college/grad student,M
9201,31,other or not specified,M
19401,31,clerical/admin,M
39369,29,executive/managerial,M
45773,29,college/grad student,M
1816,26,executive/managerial,M
54746,27,academic/educator,M
63381,31,college/grad student,M
46514,23,sales/marketing,M
20218,32,executive/managerial,F
50852,30,executive/managerial,M
54857,34,college/grad student,M
33338,25,unemployed,M
62011,83,academic/educator,F
43657,26,artist,M
57915,29,tradesman/craftsman,M
58016,28,other or not specified,M
61203,36,writer,M
44392,27,college/grad student,F
22308,29,academic/educator,F
32884,32,college/grad student,M
8665,31,college/grad student,M
18281,73,doctor/health care,F
19515,34,sales/marketing,M
19913,31,scientist,F
59296,33,college/grad student,M
43696,35,academic/educator,M
59026,31,executive/managerial,M
14588,30,college/grad student,M
52832,29,academic/educator,M
32180,26,sales/marketing,M
40984,25,scientist,M
12591,31,college/grad student,M
32236,33,executive/managerial,M
43369,28,scientist,M
61539,28,college/grad student,M
15275,33,clerical/admin,F
38338,29,other or not specified,M
54786,29,sales/marketing,M
13902,20,other or not specified,M
25954,31,tradesman/craftsman,M
36963,27,artist,M
19258,28,artist,M
58466,25,scientist,M
24458,32,college/grad student,M
35898,28,executive/managerial,M
30258,33,academic/educator,M
47948,30,college/grad student,M
2700,34,tradesman/craftsman,M
13782,32,scientist,M
4188,33,college/grad student,F
65959,43,sales/marketing,F
52030,28,technician/engineer,M
6750,22,scientist,M
38752,32,college/grad student,M
29475,32,executive/managerial,M
50624,33,scientist,M
60275,34,college/grad student,M
41620,31,scientist,M
3284,36,sales/marketing,M
38109,28,college/grad student,M
64260,25,college/grad student,M
46198,32,academic/educator,F
63917,34,sales/marketing,M
48802,34,tradesman/craftsman,M
52314,32,college/grad student,M
16639,26,executive/managerial,M
20241,32,K-12 student,M
50692,27,scientist,M
12791,36,executive/managerial,M
5214,21,scientist,M
25303,31,executive/managerial,M
58027,25,sales/marketing,M
21454,25,self-employed,M
59212,28,college/grad student,M
2726,32,executive/managerial,M
19546,34,sales/marketing,M
15065,28,executive/managerial,M
49777,25,college/grad student,F
27162,33,self-employed,M
8266,30,executive/managerial,M
56039,21,sales/marketing,M
29172,33,scientist,M
65167,28,sales/marketing,M
14217,22,K-12 student,M
3814,34,executive/managerial,F
57402,26,doctor/health care,M
15268,33,executive/managerial,M
5154,34,self-employed,M
58246,26,college/grad student,M
65819,34,college/grad student,M
38530,31,other or not specified,M
41455,29,executive/managerial,M
56768,29,college/grad student,M
7510,43,academic/educator,M
53533,31,scientist,M
47619,30,other or not specified,F
42548,32,college/grad student,M
60918,31,self-employed,M
55543,25,sales/marketing,M
1489,26,self-employed,M
23886,28,other or not specified,M
9663,28,executive/managerial,M
27795,34,self-employed,M
34126,25,self-employed,M
43616,25,academic/educator,M
23537,34,executive/managerial,M
43951,32,sales/marketing,M
16441,18,sales/marketing,M
28682,34,sales/marketing,F
48828,29,executive/managerial,M
13187,34,college/grad student,F
31281,83,academic/educator,F
65724,33,retired,M
22555,28,executive/managerial,M
19700,25,college/grad student,F
62842,34,other or not specified,F
44393,31,executive/managerial,M
49492,27,other or not specified,M
56500,16,K-12 student,M
28859,32,college/grad student,M
63354,26,artist,M
15781,33,sales/marketing,M
64937,31,clerical/admin,M
21262,28,college/grad student,M
9652,27,college/grad student,M
33362,28,college/grad student,M
27441,25,artist,M
54851,26,college/grad student,M
57717,29,college/grad student,M
18815,34,sales/marketing,M
63174,27,scientist,M
10674,34,college/grad student,M
52359,23,artist,M
6919,30,executive/managerial,F
44738,30,other or not specified,M
22430,13,K-12 student,M
1956,25,scientist,M
45249,22,college/grad student,M
2024,29,sales/marketing,M
612,29,college/grad student,M
20468,26,sales/marketing,M
59710,31,artist,M
1052,32,sales/marketing,M
61375,27,scientist,M
40761,26,academic/educator,F
3792,25,sales/marketing,M
11833,28,other or not specified,M
4436,28,scientist,M
7604,29,scientist,M
59472,36,executive/managerial,M
39801,25,college/grad student,M
50410,31,executive/managerial,M
4877,27,artist,M
38966,28,other or not specified,M
48873,8,K-12 student,M
28885,28,K-12 student,F
4487,26,executive/managerial,M
15184,24,technician/engineer,M
62622,32,scientist,M
18580,34,self-employed,F
42200,32,college/grad student,M
1085,18,sales/marketing,M
8768,32,sales/marketing,M
29255,26,executive/managerial,M
12290,80,retired,M
3533,82,retired,F
20219,29,homemaker,M
13542,32,executive/managerial,M
11104,26,self-employed,M
21154,31,college/grad student,F
9430,27,K-12 student,M
58711,33,academic/educator,M
47003,26,self-employed,M
33005,31,college/grad student,M
17440,25,sales/marketing,M
19733,28,college/grad student,M
20516,28,college/grad student,M
3502,30,college/grad student,M
33500,31,executive/managerial,M
431,33,scientist,M
30330,32,sales/marketing,M
38611,27,college/grad student,M
58800,28,college/grad student,M
3283,33,other or not specified,F
5465,25,sales/marketing,M
53464,34,academic/educator,M
21258,38,college/grad student,M
41601,29,college/grad student,M
39767,26,sales/marketing,M
54858,25,executive/managerial,M
4140,28,sales/marketing,M
13310,29,homemaker,M
29028,73,executive/managerial,M
11283,20,homemaker,M
48196,28,scientist,M
25854,31,college/grad student,F
21596,32,other or not specified,M
12908,30,college/grad student,M
17761,34,college/grad student,M
24680,34,other or not specified,M
53767,31,scientist,F
25938,30,executive/managerial,F
35515,30,executive/managerial,M
8463,25,programmer,M
39270,30,college/grad student,M
17112,27,K-12 student,M
28921,59,retired,F
47701,34,scientist,M
37023,33,scientist,F
50617,31,academic/educator,M
59636,30,sales/marketing,M
18062,27,executive/managerial,M
24288,27,academic/educator,F
22510,34,self-employed,M
5544,27,sales/marketing,M
23000,31,executive/managerial,M
30263,30,programmer,M
4914,32,sales/marketing,M
25849,27,college/grad student,M
10904,31,executive/managerial,M
41641,9,scientist,M
10720,31,college/grad student,M
38375,32,other or not specified,F
48081,26,other or not specified,F
15846,29,self-employed,M
50258,29,college/grad student,M
53693,32,sales/marketing,M
39313,25,executive/managerial,M
15060,26,self-employed,F
39004,37,other or not specified,F
59722,33,college/grad student,M
23651,34,tradesman/craftsman,M
57528,29,K-12 student,M
588,33,scientist,M
25858,27,college/grad student,M
5159,27,tradesman/craftsman,M
33959,42,self-employed,F
2253,26,college/grad student,M
60859,25,other or not specified,M
34648,34,executive/managerial,M
40647,29,self-employed,M
6216,32,college/grad student,F
52951,20,college/grad student,M
8984,30,scientist,M
27628,27,executive/managerial,M
43271,42,executive/managerial,M
39368,28,college/grad student,M
13474,33,scientist,M
32118,26,college/grad student,M
44783,27,academic/educator,M
26540,33,college/grad student,M
29869,32,technician/engineer,M
16712,33,college/grad student,F
38204,30,homemaker,F
3004,25,college/grad student,M
35989,25,college/grad student,F
61920,33,scientist,F
50544,19,sales/marketing,M
27362,25,scientist,F
5577,25,college/grad student,M
34647,28,college/grad student,M
62445,27,sales/marketing,M
43659,27,college/grad student,M
34961,50,executive/managerial,M
10149,28,self-employed,M
40281,23,sales/marketing,F
23821,50,clerical/admin,M
12246,33,executive/managerial,M
50462,29,executive/managerial,M
65812,29,executive/managerial,M
39370,87,retired,M
33028,32,scientist,M
39886,30,college/grad student,M
43226,30,executive/managerial,M
54025,21,K-12 student,M
12948,31,scientist,M
38836,25,college/grad student,M
55316,19,scientist,M
26733,34,self-employed,M
26744,27,college/grad student,M
30292,28,executive/managerial,M
43104,28,homemaker,M
50522,33,executive/managerial,M
58021,29,sales/marketing,M
34659,31,college/grad student,F
28268,61,executive/managerial,M
21272,33,executive/managerial,M
51852,27,sales/marketing,M
17338,31,other or not specified,M
4515,33,lawyer,M
51781,32,homemaker,M
10888,32,executive/managerial,M
16560,26,college/grad student,M
18659,27,scientist,M
17486,29,homemaker,M
41918,28,college/grad student,M
28978,26,self-employed,M
46417,21,college/grad student,M
13213,34,other or not specified,M
31666,25,scientist,M
14394,26,scientist,M
34908,28,self-employed,F
3576,42,artist,M
42835,33,college/grad student,M
41391,29,college/grad student,M
61364,27,scientist,F
18896,34,self-employed,M
27489,30,other or not specified,M
51820,28,college/grad student,M
52948,26,self-employed,F
27198,26,college/grad student,M
47232,26,executive/managerial,M
54922,28,sales/marketing,M
8516,26,college/grad student,M
21647,27,executive/managerial,M
47171,27,executive/managerial,M
38882,61,academic/educator,F
8406,32,college/grad student,M
65898,31,other or not specified,M
50628,32,academic/educator,M
54917,33,self-employed,M
17641,33,scientist,M
35686,19,homemaker,M
17518,34,homemaker,M
19236,26,college/grad student,F
3481,32,self-employed,M
42634,33,college/grad student,M
19789,33,other or not specified,M
55428,32,college/grad student,M
16573,34,sales/marketing,M
10092,28,executive/managerial,M
30481,31,executive/managerial,M
36454,34,self-employed,M
50006,34,technician/engineer,M
32109,25,self-employed,M
1132,30,other or not specified,F
35629,26,college/grad student,M
6084,26,retired,F
31885,30,college/grad student,M
24135,25,sales/marketing,M
47121,30,scientist,M
28359,29,scientist,M
65997,29,sales/marketing,M
22579,34,college/grad student,M
10437,34,clerical/admin,F
26057,29,college/grad student,M
40914,34,technician/engineer,M
46493,33,college/grad student,M
9867,30,scientist,F
51690,33,other or not specified,M
4860,23,sales/marketing,M
46869,28,sales/marketing,M
43647,29,sales/marketing,M
8404,29,executive/managerial,F
36643,28,college/grad student,M
63968,26,scientist,M
63042,25,self-employed,M
59458,38,executive/managerial,M
53071,33,college/grad student,F
12588,31,programmer,M
8131,25,college/grad student,F
5387,33,other or not specified,M
54398,25,other or not specified,M
19040,69,executive/managerial,M
46873,31,scientist,M
29091,80,retired,F
41195,30,retired,M
6536,27,homemaker,M
20107,28,executive/managerial,M
56733,21,sales/marketing,M
31904,43,executive/managerial,F
51104,31,doctor/health care,M
53339,18,K-12 student,M
19303,30,executive/managerial,M
48648,31,college/grad student,M
26708,31,sales/marketing,F
52996,29,artist,M
37415,26,technician/engineer,M
43279,28,scientist,M
46579,34,sales/marketing,M
8334,32,other or not specified,M
38585,32,sales/marketing,F
15220,34,sales/marketing,M
3277,33,sales/marketing,M
42518,32,lawyer,M
56421,27,self-employed,M
55957,34,sales/marketing,M
36483,30,executive/managerial,M
19949,27,other or not specified,F
65849,35,college/grad student,M
37812,29,college/grad student,M
48695,25,sales/marketing,M
31316,28,self-employed,M
45574,31,college/grad student,M
42265,29,executive/managerial,M
19779,26,college/grad student,M
7002,25,doctor/health care,F
54288,21,college/grad student,M
25315,10,K-12 student,M
38737,32,self-employed,F
28617,33,other or not specified,M
24674,29,executive/managerial,M
11771,30,college/grad student,F
11744,28,college/grad student,F
55843,26,clerical/admin,M
53353,33,scientist,M
51849,32,college/grad student,M
7834,29,homemaker,M
15608,27,self-employed,M
21206,29,sales/marketing,F
25146,27,other or not specified,M
43695,22,college/grad student,M
51577,34,college/grad student,M
22163,32,sales/marketing,M
62447,18,scientist,M
7456,30,college/grad student,M
12415,25,executive/managerial,M
53626,30,college/grad student,M
37876,38,executive/managerial,M
796,36,self-employed,M
31196,28,college/grad student,M
47469,34,executive/managerial,M
2352,30,clerical/admin,M
60583,33,self-employed,M
1677,34,programmer,M
22209,32,executive/managerial,M
55392,76,retired,F
52281,27,college/grad student,M
12606,27,scientist,M
2056,30,homemaker,M
10747,27,college/grad student,M
60222,25,technician/engineer,M
62788,58,retired,F
36815,28,other or not specified,M
15287,34,self-employed,M
5763,18,lawyer,F
60381,21,sales/marketing,M
21045,33,homemaker,M
32872,31,college/grad student,M
31627,25,self-employed,M
38316,28,college/grad student,M
33610,27,sales/marketing,M
28614,29,executive/managerial,F
57406,29,sales/marketing,M
789,21,K-12 student,F
32354,20,sales/marketing,M
29879,32,sales/marketing,M
41969,27,sales/marketing,M
19797,43,scientist,F
30450,10,homemaker,M
41148,26,college/grad student,M
46063,30,scientist,M
65991,33,executive/managerial,M
3040,54,sales/marketing,F
21617,29,sales/marketing,M
51683,33,self-employed,F
31282,34,technician/engineer,M
39627,29,executive/managerial,F
23637,28,executive/managerial,M
49004,29,executive/managerial,M
4693,58,executive/managerial,M
54929,25,college/grad student,M
9587,21,college/grad student,M
55917,27,other or not specified,M
3588,26,scientist,M
23004,30,executive/managerial,M
17436,32,executive/managerial,M
63479,32,sales/marketing,M
22893,27,sales/marketing,M
19042,22,sales/marketing,M
26436,46,academic/educator,F
54547,34,executive/managerial,M
7601,18,customer service,M
37054,47,academic/educator,F
18224,18,college/grad student,M
2036,23,self-employed,M
52428,30,self-employed,M
55219,25,sales/marketing,M
25278,31,executive/managerial,M
42457,30,scientist,F
13569,18,self-employed,M
35452,34,sales/marketing,M
47668,27,self-employed,F
16431,27,academic/educator,F
61251,29,executive/managerial,M
51698,87,artist,M
47449,29,executive/managerial,M
39672,33,executive/managerial,M
28562,33,homemaker,M
24340,31,homemaker,M
7681,33,college/grad student,M
29358,30,executive/managerial,M
15676,26,self-employed,M
29048,29,college/grad student,M
19185,35,programmer,M
44417,29,executive/managerial,F
62237,25,scientist,F
55141,25,academic/educator,F
20604,34,writer,F
41101,31,executive/managerial,M
25185,29,sales/marketing,M
10758,9,customer service,M
65645,23,college/grad student,M
37258,27,scientist,M
16735,34,academic/educator,M
42471,32,sales/marketing,M
44538,27,academic/educator,F
15658,34,college/grad student,M
39833,33,college/grad student,M
30792,27,academic/educator,M
23727,18,sales/marketing,M
11656,32,executive/managerial,M
41928,34,executive/managerial,M
56996,26,technician/engineer,M
5660,27,technician/engineer,M
50627,28,self-employed,M
29415,41,technician/engineer,M
12801,33,college/grad student,M
46773,31,executive/managerial,M
62638,51,retired,M
45886,32,homemaker,M
20392,33,college/grad student,F
6773,30,scientist,M
33543,29,college/grad student,M
29759,31,college/grad student,M
17725,34,college/grad student,M
19737,34,programmer,M
61373,22,sales/marketing,M
34397,27,executive/managerial,M
24768,26,sales/marketing,M
9139,25,executive/managerial,F
23925,21,college/grad student,M
4911,32,programmer,M
59197,29,artist,F
15610,28,college/grad student,M
49426,27,college/grad student,M
37315,26,scientist,M
25248,25,executive/managerial,M
55395,33,scientist,M
29203,25,college/grad student,F
44015,33,scientist,M
18114,25,college/grad student,F
25327,30,sales/marketing,F
65702,28,college/grad student,M
47223,30,college/grad student,M
9849,33,sales/marketing,M
41758,50,executive/managerial,M
45335,33,college/grad student,M
7684,41,college/grad student,M
47379,32,college/grad student,M
2938,29,executive/managerial,F
1417,29,executive/managerial,M
62302,29,executive/managerial,M
20971,32,academic/educator,F
23954,25,college/grad student,M
15966,18,K-12 student,M
31205,29,college/grad student,M
20717,40,technician/engineer,M
61873,31,other or not specified,M
33667,31,other or not specified,M
8831,29,executive/managerial,M
45625,31,self-employed,F
19799,41,executive/managerial,M
14437,26,sales/marketing,F
36939,30,executive/managerial,M
18459,32,scientist,M
37334,18,sales/marketing,M
3729,33,college/grad student,M
60677,44,executive/managerial,M
64079,31,other or not specified,M
15632,26,executive/managerial,M
6248,29,academic/educator,F
5135,32,college/grad student,M
34677,31,college/grad student,M
47590,31,homemaker,F
45392,34,college/grad student,M
8947,18,self-employed,M
24904,29,college/grad student,F
36162,31,other or not specified,M
5049,28,homemaker,M
30345,23,sales/marketing,M
19080,33,executive/managerial,M
14533,26,scientist,M
56016,30,executive/managerial,M
31326,32,executive/managerial,M
29860,27,sales/marketing,M
31530,29,retired,F
45044,29,self-employed,M
1542,28,college/grad student,M
18082,31,college/grad student,M
15971,25,college/grad student,M
42864,27,programmer,M
8788,23,sales/marketing,F
39384,52,academic/educator,M
56902,25,scientist,M
51016,18,scientist,M
60569,34,college/grad student,M
51226,23,clerical/admin,M
29074,27,scientist,M
45565,30,tradesman/craftsman,M
31162,33,self-employed,F
51067,28,college/grad student,M
53807,30,executive/managerial,M
54521,25,other or not specified,M
39425,29,self-employed,M
34955,34,college/grad student,M
4797,30,self-employed,M
1037,32,other or not specified,M
5691,33,artist,M
59098,29,scientist,M
45390,49,executive/managerial,F
48224,28,college/grad student,M
13525,28,artist,M
36037,33,technician/engineer,M
49939,27,academic/educator,F
20600,70,college/grad student,F
33668,30,executive/managerial,M
54649,26,college/grad student,M
63947,30,self-employed,M
59483,30,college/grad student,M
62400,27,college/grad student,F
13470,33,self-employed,M
42544,25,academic/educator,M
56572,27,college/grad student,M
60390,25,college/grad student,M
47991,34,college/grad student,M
40359,31,executive/managerial,M
28510,34,executive/managerial,M
16477,33,academic/educator,F
1465,33,scientist,M
65076,33,self-employed,M
35609,38,artist,M
36211,25,college/grad student,F
34308,28,sales/marketing,M
50536,33,sales/marketing,M
104,34,clerical/admin,F
45178,34,executive/managerial,M
36097,25,sales/marketing,F
6653,30,executive/managerial,M
16653,34,other or not specified,M
7410,42,executive/managerial,M
38392,25,executive/managerial,M
10380,34,sales/marketing,M
10627,31,sales/marketing,M
6123,33,executive/managerial,M
33528,26,college/grad student,M
3872,30,self-employed,M
63433,32,college/grad student,F
59738,30,executive/managerial,M
53379,25,college/grad student,M
36229,32,self-employed,M
60293,25,scientist,M
5698,29,clerical/admin,F
42500,28,scientist,M
29030,40,executive/managerial,F
20403,32,self-employed,F
4395,31,scientist,M
58022,87,executive/managerial,F
6734,34,college/grad student,M
33998,31,K-12 student,F
23660,25,college/grad student,M
54870,27,other or not specified,M
40426,25,academic/educator,M
50177,29,college/grad student,M
62470,28,college/grad student,M
8533,34,executive/managerial,F
3124,25,college/grad student,F
29686,30,sales/marketing,M
16102,31,college/grad student,M
34360,31,clerical/admin,F
38042,21,sales/marketing,M
46571,32,college/grad student,F
16984,25,executive/managerial,M
44993,31,executive/managerial,M
13482,30,other or not specified,M
43619,63,retired,M
11829,42,sales/marketing,M
35971,29,executive/managerial,M
52613,29,executive/managerial,M
50278,32,academic/educator,F
20357,12,K-12 student,M
62306,28,programmer,M
47768,28,scientist,F
20146,28,college/grad student,M
58971,30,executive/managerial,M
13919,31,executive/managerial,M
51037,28,artist,M
40290,43,academic/educator,M
51986,29,scientist,M
64866,36,sales/marketing,M
11878,31,scientist,M
12618,34,sales/marketing,M
42312,33,college/grad student,M
6977,31,college/grad student,M
5100,26,other or not specified,M
45767,28,scientist,M
34614,29,academic/educator,M
42243,34,artist,M
39512,33,college/grad student,M
63080,18,sales/marketing,M
23785,25,academic/educator,M
52706,40,other or not specified,M
42111,54,sales/marketing,M
62880,34,college/grad student,M
63836,28,academic/educator,M
60883,29,executive/managerial,M
43936,10,K-12 student,M
10517,31,sales/marketing,M
40093,30,scientist,M
34483,26,other or not specified,M
32267,29,executive/managerial,M
51892,19,academic/educator,F
16132,28,sales/marketing,M
52787,31,technician/engineer,M
12376,29,executive/managerial,M
40623,28,college/grad student,M
37190,29,artist,F
64812,30,college/grad student,M
16195,23,tradesman/craftsman,M
30609,24,sales/marketing,M
60910,77,artist,F
60430,34,college/grad student,M
65953,31,executive/managerial,M
63083,31,sales/marketing,M
26015,33,executive/managerial,F
20543,33,self-employed,F
35865,28,other or not specified,M
1813,28,sales/marketing,M
18298,30,scientist,F
12860,28,sales/marketing,M
13916,27,clerical/admin,M
32860,29,artist,F
12208,30,sales/marketing,M
51910,33,college/grad student,M
46672,27,college/grad student,M
30683,41,executive/managerial,M
26281,32,college/grad student,M
53621,31,college/grad student,M
10075,60,other or not specified,M
30924,31,technician/engineer,M
11478,25,college/grad student,M
22714,30,executive/managerial,M
21960,32,sales/marketing,M
64133,34,scientist,M
3870,31,executive/managerial,M
51476,29,self-employed,F
62176,33,executive/managerial,M
34718,33,college/grad student,M
59934,27,other or not specified,M
23413,33,college/grad student,M
42543,31,college/grad student,M
5805,41,scientist,M
51944,29,college/grad student,F
36948,22,sales/marketing,M
52984,25,scientist,F
14758,22,technician/engineer,M
35138,28,executive/managerial,M
41502,33,college/grad student,M
44740,30,college/grad student,F
65531,29,executive/managerial,M
23002,33,academic/educator,F
29819,24,sales/marketing,M
12566,25,sales/marketing,M
39222,28,sales/marketing,M
60643,33,self-employed,M
16471,25,executive/managerial,M
2800,37,executive/managerial,M
20595,28,executive/managerial,M
40234,33,sales/marketing,M
14488,29,executive/managerial,M
27888,21,scientist,M
10080,30,college/grad student,F
25693,29,self-employed,M
52158,26,college/grad student,M
